[20.0, 59.8)	742590.0
[59.8, 99.6)	1561429.0
[99.6, 139.39999999999998)	1541711.0
[139.39999999999998, 179.2)	1158155.0
[179.2, 219.0)	1045666.0
[219.0, 258.79999999999995)	817114.0
[258.79999999999995, 298.59999999999997)	725206.0
[298.59999999999997, 338.4)	587080.0
[338.4, 378.2)	516460.0
[378.2, 418.0)	427053.0
[418.0, 457.79999999999995)	390646.0
[457.79999999999995, 497.59999999999997)	339807.0
[497.59999999999997, 537.4)	305077.0
[537.4, 577.1999999999999)	271060.0
[577.1999999999999, 617.0)	239679.0
[617.0, 656.8)	222233.0
[656.8, 696.5999999999999)	201137.0
[696.5999999999999, 736.4)	184901.0
[736.4, 776.1999999999999)	167698.0
[776.1999999999999, 816.0)	151738.0
[816.0, 855.8)	142172.0
[855.8, 895.5999999999999)	132552.0
[895.5999999999999, 935.4)	122664.0
[935.4, 975.1999999999999)	114216.0
[975.1999999999999, 1014.9999999999999)	103795.0
[1014.9999999999999, 1054.8)	99260.0
[1054.8, 1094.6)	93050.0
[1094.6, 1134.3999999999999)	87895.0
[1134.3999999999999, 1174.1999999999998)	83076.0
[1174.1999999999998, 1214.0)	76029.0
[1214.0, 1253.8)	74337.0
[1253.8, 1293.6)	70396.0
[1293.6, 1333.3999999999999)	66634.0
[1333.3999999999999, 1373.1999999999998)	63220.0
[1373.1999999999998, 1413.0)	59019.0
[1413.0, 1452.8)	57585.0
[1452.8, 1492.6)	54798.0
[1492.6, 1532.3999999999999)	52649.0
[1532.3999999999999, 1572.1999999999998)	50445.0
[1572.1999999999998, 1612.0)	47249.0
[1612.0, 1651.8)	46166.0
[1651.8, 1691.6)	44211.0
[1691.6, 1731.3999999999999)	42217.0
[1731.3999999999999, 1771.1999999999998)	40921.0
[1771.1999999999998, 1810.9999999999998)	38468.0
[1810.9999999999998, 1850.8)	37679.0
[1850.8, 1890.6)	36800.0
[1890.6, 1930.3999999999999)	35560.0
[1930.3999999999999, 1970.1999999999998)	34105.0
[1970.1999999999998, 2009.9999999999998)	31971.0
[2009.9999999999998, 2049.8)	32067.0
[2049.8, 2089.6)	30817.0
[2089.6, 2129.3999999999996)	29631.0
[2129.3999999999996, 2169.2)	28795.0
[2169.2, 2209.0)	27329.0
[2209.0, 2248.7999999999997)	27104.0
[2248.7999999999997, 2288.6)	26368.0
[2288.6, 2328.3999999999996)	25499.0
[2328.3999999999996, 2368.2)	24538.0
[2368.2, 2408.0)	23418.0
[2408.0, 2447.7999999999997)	22829.0
[2447.7999999999997, 2487.6)	22249.0
[2487.6, 2527.3999999999996)	21621.0
[2527.3999999999996, 2567.2)	20961.0
[2567.2, 2607.0)	19908.0
[2607.0, 2646.7999999999997)	19630.0
[2646.7999999999997, 2686.6)	19088.0
[2686.6, 2726.3999999999996)	18698.0
[2726.3999999999996, 2766.2)	18093.0
[2766.2, 2806.0)	17015.0
[2806.0, 2845.7999999999997)	16878.0
[2845.7999999999997, 2885.6)	16450.0
[2885.6, 2925.3999999999996)	15600.0
[2925.3999999999996, 2965.2)	15370.0
[2965.2, 3005.0)	14302.0
[3005.0, 3044.7999999999997)	14177.0
[3044.7999999999997, 3084.6)	13865.0
[3084.6, 3124.3999999999996)	13160.0
[3124.3999999999996, 3164.2)	13077.0
[3164.2, 3204.0)	12270.0
[3204.0, 3243.7999999999997)	11806.0
[3243.7999999999997, 3283.6)	11924.0
[3283.6, 3323.3999999999996)	11319.0
[3323.3999999999996, 3363.2)	10925.0
[3363.2, 3402.9999999999995)	10171.0
[3402.9999999999995, 3442.7999999999997)	10259.0
[3442.7999999999997, 3482.6)	9753.0
[3482.6, 3522.3999999999996)	9373.0
[3522.3999999999996, 3562.2)	8991.0
[3562.2, 3601.9999999999995)	8538.0
[3601.9999999999995, 3641.7999999999997)	8611.0
[3641.7999999999997, 3681.6)	8246.0
[3681.6, 3721.3999999999996)	7881.0
[3721.3999999999996, 3761.2)	7613.0
[3761.2, 3800.9999999999995)	7047.0
[3800.9999999999995, 3840.7999999999997)	7126.0
[3840.7999999999997, 3880.6)	6680.0
[3880.6, 3920.3999999999996)	6530.0
[3920.3999999999996, 3960.2)	6254.0
[3960.2, 4000.0)	133766.0
