[3.6251e-10, 4.0000000003588845)	105.0
[4.0000000003588845, 8.000000000355259)	15.0
[8.000000000355259, 12.000000000351635)	15.0
[12.000000000351635, 16.00000000034801)	11.0
[16.00000000034801, 20.000000000344382)	6.0
[20.000000000344382, 24.00000000034076)	10.0
[24.00000000034076, 28.00000000033713)	9.0
[28.00000000033713, 32.00000000033351)	8.0
[32.00000000033351, 36.000000000329884)	9.0
[36.000000000329884, 40.00000000032626)	5.0
[40.00000000032626, 44.000000000322636)	4.0
[44.000000000322636, 48.00000000031901)	5.0
[48.00000000031901, 52.00000000031539)	3.0
[52.00000000031539, 56.00000000031176)	7.0
[56.00000000031176, 60.000000000308134)	6.0
[60.000000000308134, 64.00000000030451)	3.0
[64.00000000030451, 68.00000000030087)	2.0
[68.00000000030087, 72.00000000029725)	4.0
[72.00000000029725, 76.00000000029362)	2.0
[76.00000000029362, 80.00000000029)	0.0
[80.00000000029, 84.00000000028638)	3.0
[84.00000000028638, 88.00000000028275)	1.0
[88.00000000028275, 92.00000000027913)	0.0
[92.00000000027913, 96.0000000002755)	2.0
[96.0000000002755, 100.00000000027188)	3.0
[100.00000000027188, 104.00000000026826)	1.0
[104.00000000026826, 108.00000000026462)	1.0
[108.00000000026462, 112.000000000261)	1.0
[112.000000000261, 116.00000000025737)	1.0
[116.00000000025737, 120.00000000025375)	0.0
[120.00000000025375, 124.00000000025013)	1.0
[124.00000000025013, 128.0000000002465)	1.0
[128.0000000002465, 132.0000000002429)	1.0
[132.0000000002429, 136.00000000023925)	1.0
[136.00000000023925, 140.00000000023564)	0.0
[140.00000000023564, 144.000000000232)	0.0
[144.000000000232, 148.0000000002284)	2.0
[148.0000000002284, 152.00000000022476)	1.0
[152.00000000022476, 156.00000000022115)	0.0
[156.00000000022115, 160.0000000002175)	1.0
[160.0000000002175, 164.0000000002139)	0.0
[164.0000000002139, 168.00000000021026)	1.0
[168.00000000021026, 172.00000000020663)	2.0
[172.00000000020663, 176.00000000020302)	1.0
[176.00000000020302, 180.00000000019938)	1.0
[180.00000000019938, 184.00000000019577)	0.0
[184.00000000019577, 188.00000000019213)	1.0
[188.00000000019213, 192.00000000018852)	0.0
[192.00000000018852, 196.00000000018488)	0.0
[196.00000000018488, 200.00000000018127)	0.0
[200.00000000018127, 204.00000000017764)	1.0
[204.00000000017764, 208.00000000017403)	0.0
[208.00000000017403, 212.0000000001704)	0.0
[212.0000000001704, 216.00000000016675)	0.0
[216.00000000016675, 220.00000000016314)	0.0
[220.00000000016314, 224.0000000001595)	1.0
[224.0000000001595, 228.0000000001559)	0.0
[228.0000000001559, 232.00000000015226)	1.0
[232.00000000015226, 236.00000000014865)	0.0
[236.00000000014865, 240.000000000145)	0.0
[240.000000000145, 244.0000000001414)	0.0
[244.0000000001414, 248.00000000013776)	0.0
[248.00000000013776, 252.00000000013415)	0.0
[252.00000000013415, 256.0000000001305)	0.0
[256.0000000001305, 260.0000000001269)	0.0
[260.0000000001269, 264.00000000012324)	0.0
[264.00000000012324, 268.0000000001196)	0.0
[268.0000000001196, 272.00000000011596)	0.0
[272.00000000011596, 276.0000000001124)	0.0
[276.0000000001124, 280.00000000010874)	0.0
[280.00000000010874, 284.0000000001051)	1.0
[284.0000000001051, 288.00000000010147)	0.0
[288.00000000010147, 292.0000000000979)	0.0
[292.0000000000979, 296.00000000009425)	0.0
[296.00000000009425, 300.0000000000906)	0.0
[300.0000000000906, 304.00000000008697)	0.0
[304.00000000008697, 308.00000000008333)	0.0
[308.00000000008333, 312.00000000007975)	1.0
[312.00000000007975, 316.0000000000761)	0.0
[316.0000000000761, 320.0000000000725)	0.0
[320.0000000000725, 324.00000000006884)	0.0
[324.00000000006884, 328.00000000006526)	0.0
[328.00000000006526, 332.0000000000616)	0.0
[332.0000000000616, 336.000000000058)	0.0
[336.000000000058, 340.00000000005434)	1.0
[340.00000000005434, 344.0000000000507)	0.0
[344.0000000000507, 348.0000000000471)	0.0
[348.0000000000471, 352.0000000000435)	1.0
[352.0000000000435, 356.00000000003985)	0.0
[356.00000000003985, 360.0000000000362)	0.0
[360.0000000000362, 364.0000000000326)	0.0
[364.0000000000326, 368.000000000029)	1.0
[368.000000000029, 372.00000000002535)	0.0
[372.00000000002535, 376.0000000000217)	0.0
[376.0000000000217, 380.00000000001813)	0.0
[380.00000000001813, 384.0000000000145)	0.0
[384.0000000000145, 388.00000000001086)	1.0
[388.00000000001086, 392.0000000000072)	0.0
[392.0000000000072, 396.0000000000036)	0.0
[396.0000000000036, 400.0)	2.0
